hole_id,elevation,qc,fs,u2
CPT-01,25.62,2.4584,31.49,241.07
CPT-01,25.6,3.3485,40.34,231.28
CPT-01,25.58,0.9561,12.0,226.94
CPT-01,25.56,1.3978,20.47,215.78
CPT-01,25.54,1.6628,11.26,233.47
CPT-01,25.52,2.6907,27.28,219.9
CPT-01,25.5,2.9561,27.45,228.18
CPT-01,25.48,3.225,24.35,218.17
CPT-01,25.46,3.2727,39.59,210.42
CPT-01,25.44,2.9016,15.98,245.78
CPT-01,25.42,3.0808,34.37,233.75
CPT-01,25.4,1.4586,12.52,239.48
CPT-01,25.38,2.5619,20.95,214.1
CPT-01,25.36,2.6214,26.35,223.19
CPT-01,25.34,2.7751,28.78,208.66
CPT-01,25.32,2.5998,21.63,221.07
CPT-01,25.3,3.0452,21.88,239.09
CPT-01,25.28,0.1,1.32,249.71
CPT-01,25.26,1.9859,10.1,235.69
CPT-01,25.24,0.8662,9.65,233.71
CPT-01,25.22,3.0805,44.94,236.71
CPT-01,25.2,1.7325,25.03,223.36
CPT-01,25.18,4.1064,42.72,218.83
CPT-01,25.16,3.7618,32.91,242.83
CPT-01,25.14,1.714,16.21,208.26
CPT-01,25.12,2.9199,29.6,249.92
CPT-01,25.1,2.1879,14.6,250.5
CPT-01,25.08,2.4057,13.6,237.58
CPT-01,25.06,2.4771,31.55,246.73
CPT-01,25.04,2.1669,22.49,239.47
CPT-01,25.02,2.6718,39.44,243.02
CPT-01,25.0,1.3525,16.86,214.57
CPT-01,24.98,0.9903,9.5,222.97
CPT-01,24.96,2.7278,35.3,233.61
CPT-01,24.94,2.6397,28.38,218.53
CPT-01,24.92,2.4569,27.77,228.22
CPT-01,24.9,3.2917,17.01,239.54
CPT-01,24.88,1.3816,15.45,243.57
CPT-01,24.86,2.2512,24.44,241.23
CPT-01,24.84,4.1478,25.14,245.42
CPT-01,24.82,3.3084,26.51,213.09
CPT-01,24.8,2.5823,23.11,239.97
CPT-01,24.78,1.6455,16.03,234.25
CPT-01,24.76,3.0217,39.21,235.02
CPT-01,24.74,3.1022,45.3,216.49
CPT-01,24.72,1.718,22.25,243.98
CPT-01,24.7,0.909,7.94,254.47
CPT-01,24.68,1.5389,9.59,210.54
CPT-01,24.66,2.164,23.73,235.61
CPT-01,24.64,3.1445,39.25,252.96
CPT-01,24.62,2.277,19.21,230.17
CPT-01,24.6,1.9166,12.67,221.37
CPT-01,24.58,1.7388,23.21,220.31
CPT-01,24.56,3.0997,41.92,251.36
CPT-01,24.54,3.8032,54.48,258.29
CPT-01,24.52,1.5193,12.01,214.89
CPT-01,24.5,2.7435,16.41,246.06
CPT-01,24.48,1.7852,11.22,242.96
CPT-01,24.46,2.5577,15.35,241.47
CPT-01,24.44,3.0663,29.15,241.52
CPT-01,24.42,2.0892,16.83,240.2
CPT-01,24.4,1.802,14.71,233.03
CPT-01,24.38,2.195,11.08,224.61
CPT-01,24.36,2.7336,25.59,252.92
CPT-01,24.34,3.7918,24.05,248.05
CPT-01,24.32,3.142,26.98,227.98
CPT-01,24.3,1.8809,19.78,222.01
CPT-01,24.28,1.2958,17.61,220.49
CPT-01,24.26,1.546,16.06,226.53
CPT-01,24.24,2.7411,15.77,215.08
CPT-01,24.22,2.291,23.07,215.85
CPT-01,24.2,1.7902,19.51,257.75
CPT-01,24.18,2.0987,22.07,240.65
CPT-01,24.16,3.4043,43.41,232.37
CPT-01,24.14,2.4928,18.03,251.98
CPT-01,24.12,2.4302,23.44,239.67
CPT-01,24.1,1.8402,16.5,239.47
CPT-01,24.08,1.6901,22.08,245.02
CPT-01,24.06,1.1751,7.82,240.43
CPT-01,24.04,2.0257,29.35,247.6
CPT-01,24.02,2.6666,39.14,251.48
CPT-01,24.0,1.7498,12.58,239.75
CPT-01,23.98,2.578,14.51,234.26
CPT-01,23.96,3.0249,42.58,234.06
CPT-01,23.94,2.6447,25.65,238.75
CPT-01,23.92,4.6513,38.33,250.96
CPT-01,23.9,3.1461,32.13,257.24
CPT-01,23.88,2.8179,29.43,225.77
CPT-01,23.86,1.9614,22.63,235.21
CPT-01,23.84,1.6326,16.6,235.93
CPT-01,23.82,1.252,17.62,242.9
CPT-01,23.8,1.5306,15.11,241.44
CPT-01,23.78,3.7844,41.79,242.59
CPT-01,23.76,2.8093,16.21,249.66
CPT-01,23.74,2.8689,20.41,227.69
CPT-01,23.72,1.6758,10.36,229.98
CPT-01,23.7,3.4684,45.48,254.01
CPT-01,23.68,1.5929,11.32,226.99
CPT-01,23.66,2.6058,34.75,220.41
CPT-01,23.64,3.5062,23.18,250.19
CPT-01,23.62,2.7797,14.99,247.6
CPT-01,23.6,3.0806,20.95,266.66
CPT-01,23.58,2.7128,29.82,247.58
CPT-01,23.56,3.7669,43.76,234.07
CPT-01,23.54,2.6489,15.52,242.37
CPT-01,23.52,4.1062,27.53,261.25
CPT-01,23.5,2.427,26.72,259.7
CPT-01,23.48,2.7171,31.51,233.89
CPT-01,23.46,2.0419,25.0,237.91
CPT-01,23.44,1.4762,10.77,240.21
CPT-01,23.42,2.8081,17.09,231.39
CPT-01,23.4,3.1023,28.53,228.97
CPT-01,23.38,1.7681,10.54,245.24
CPT-01,23.36,2.3304,29.92,246.79
CPT-01,23.34,2.351,14.52,245.94
CPT-01,23.32,3.2432,43.05,266.63
CPT-01,23.3,3.2947,42.0,254.59
CPT-01,23.28,1.7378,9.44,248.88
CPT-01,23.26,2.3938,17.46,262.57
CPT-01,23.24,2.6928,29.33,259.76
CPT-01,23.22,1.7402,21.95,257.75
CPT-01,23.2,2.8506,27.85,234.92
CPT-01,23.18,2.7471,37.33,237.62
CPT-01,23.16,3.0862,21.26,258.98
CPT-01,23.14,1.9266,24.84,252.66
CPT-01,23.12,2.571,29.68,258.33
CPT-01,23.1,2.5648,20.93,242.31
CPT-01,23.08,3.1543,23.77,267.07
CPT-01,23.06,3.4599,31.95,242.86
CPT-01,23.04,2.3067,28.95,245.43
CPT-01,23.02,3.6931,47.41,249.08
CPT-01,23.0,1.8022,13.58,240.48
CPT-01,22.98,3.2411,27.37,260.64
CPT-01,22.96,2.3597,27.36,262.97
CPT-01,22.94,0.9341,8.84,260.74
CPT-01,22.92,2.7925,25.15,242.83
CPT-01,22.9,2.9726,31.23,261.03
CPT-01,22.88,2.373,34.75,226.46
CPT-01,22.86,2.0437,12.08,233.69
CPT-01,22.84,3.2642,18.41,237.72
CPT-01,22.82,2.1158,12.27,228.63
CPT-01,22.8,0.7748,8.63,253.18
CPT-01,22.78,4.034,48.88,257.23
CPT-01,22.76,3.8967,44.43,249.43
CPT-01,22.74,2.0042,14.06,260.63
CPT-01,22.72,2.7182,14.5,257.94
CPT-01,22.7,1.8806,19.1,239.52
CPT-01,22.68,2.6051,19.26,227.98
CPT-01,22.66,2.6897,17.68,278.68
CPT-01,22.64,2.6384,23.62,258.05
CPT-01,22.62,1.7662,17.98,265.91
CPT-01,22.6,2.816,22.09,270.84
CPT-01,22.58,2.6453,37.43,246.55
CPT-01,22.56,3.1266,34.59,238.92
CPT-01,22.54,2.3528,33.64,258.48
CPT-01,22.52,2.443,14.82,233.07
CPT-01,22.5,3.316,26.34,277.86
CPT-01,22.48,3.1546,43.41,271.24
CPT-01,22.46,0.6052,6.5,265.37
CPT-01,22.44,3.5063,44.53,268.81
CPT-01,22.42,2.2821,33.35,253.74
CPT-01,22.4,1.4686,7.74,236.39
CPT-01,22.38,2.7599,15.66,263.09
CPT-01,22.36,3.7018,27.02,246.98
CPT-01,22.34,2.4562,35.75,257.48
CPT-01,22.32,4.0087,30.0,235.92
CPT-01,22.3,2.5923,30.43,273.53
CPT-01,22.28,4.1446,40.47,249.68
CPT-01,22.26,3.3514,46.73,245.53
CPT-01,22.24,3.6465,51.41,257.56
CPT-01,22.22,2.1044,14.72,269.95
CPT-01,22.2,2.8795,20.24,245.09
CPT-01,22.18,2.1095,23.6,240.43
CPT-01,22.16,3.9096,45.97,266.84
CPT-01,22.14,3.6176,40.29,272.26
CPT-01,22.12,2.2728,22.33,265.03
CPT-01,22.1,2.4394,24.21,284.12
CPT-01,22.08,3.7863,37.51,284.29
CPT-01,22.06,1.5279,21.64,247.98
CPT-01,22.04,2.683,14.87,275.11
CPT-01,22.02,3.5329,34.56,261.89
CPT-01,22.0,1.6998,20.17,243.06
CPT-01,21.98,2.4876,36.73,270.48
CPT-01,21.96,1.3152,6.73,245.3
CPT-01,21.94,2.8036,30.31,251.46
CPT-01,21.92,2.0289,21.27,247.04
CPT-01,21.9,2.0963,20.36,266.85
CPT-01,21.88,1.8741,13.32,271.63
CPT-01,21.86,3.2017,27.93,279.86
CPT-01,21.84,2.4067,15.19,265.5
CPT-01,21.82,2.9951,21.82,240.79
CPT-01,21.8,2.4267,22.62,255.69
CPT-01,21.78,3.0821,19.91,286.19
CPT-01,21.76,3.3545,22.7,262.3
CPT-01,21.74,3.6691,54.87,280.86
CPT-01,21.72,1.2298,15.81,252.21
CPT-01,21.7,2.3638,25.11,266.47
CPT-01,21.68,1.516,8.49,279.62
CPT-01,21.66,3.2301,31.54,270.14
CPT-01,21.64,1.8134,15.61,266.68
CPT-01,21.62,2.7238,39.0,250.92
CPT-01,21.6,2.9036,39.7,288.33
CPT-01,21.58,2.5506,17.83,268.09
CPT-01,21.56,2.2066,28.25,256.62
CPT-01,21.54,2.1007,24.65,263.82
CPT-01,21.52,2.358,20.78,253.37
CPT-01,21.5,0.8264,9.35,246.06
CPT-01,21.48,3.2192,26.96,272.03
CPT-01,21.46,3.7622,40.32,283.77
CPT-01,21.44,2.9286,21.33,255.74
CPT-01,21.42,2.7061,21.42,253.3
CPT-01,21.4,2.1088,19.93,285.14
CPT-01,21.38,1.998,17.25,270.67
CPT-01,21.36,3.3077,22.62,240.85
CPT-01,21.34,2.3222,28.51,275.07
CPT-01,21.32,3.6566,21.21,248.87
CPT-01,21.3,2.0457,12.34,243.55
CPT-01,21.28,3.2297,17.0,261.53
CPT-01,21.26,1.8034,22.81,244.95
CPT-01,21.24,2.4637,28.45,288.04
CPT-01,21.22,2.9633,23.98,254.1
CPT-01,21.2,2.2608,14.27,285.94
CPT-01,21.18,3.5969,19.01,276.78
CPT-01,21.16,2.9536,28.83,293.68
CPT-01,21.14,1.9543,20.34,256.18
CPT-01,21.12,0.5117,6.13,251.25
CPT-01,21.1,3.218,35.32,275.84
CPT-01,21.08,1.8225,18.65,276.5
CPT-01,21.06,1.7232,13.95,260.96
CPT-01,21.04,1.0988,10.35,262.15
CPT-01,21.02,2.1433,16.29,258.99
CPT-01,21.0,3.9705,53.52,261.35
CPT-01,20.98,2.5009,24.24,243.42
CPT-01,20.96,4.2111,41.15,243.64
CPT-01,20.94,1.5884,14.78,259.17
CPT-01,20.92,2.5113,21.94,265.78
CPT-01,20.9,2.5956,27.53,265.06
CPT-01,20.88,3.1779,28.27,264.36
CPT-01,20.86,3.6183,27.61,266.93
CPT-01,20.84,2.5892,36.51,288.04
CPT-01,20.82,3.8576,45.7,259.85
CPT-01,20.8,2.4353,22.23,290.95
CPT-01,20.78,1.0462,7.14,260.49
CPT-01,20.76,1.7763,13.72,278.81
CPT-01,20.74,1.6591,11.41,246.15
CPT-01,20.72,3.4422,23.61,250.84
CPT-01,20.7,2.8037,21.57,284.46
CPT-01,20.68,2.4165,15.72,272.56
CPT-01,20.66,1.9236,16.19,262.82
CPT-01,20.64,3.3612,32.39,289.24
CPT-01,20.62,0.1,1,292.29
CPT-01,20.6,2.7592,35.2,250.24
CPT-01,20.58,2.4187,23.47,257.03
CPT-01,20.56,3.3023,43.86,253.37
CPT-01,20.54,1.2623,16.01,260.52
CPT-01,20.52,2.6151,32.36,248.88
CPT-01,20.5,1.6423,15.78,289.57
CPT-01,20.48,0.2505,2.44,284.85
CPT-01,20.46,2.1995,17.86,265.34
CPT-01,20.44,2.3383,33.61,276.42
CPT-01,20.42,2.3296,17.55,283.1
CPT-01,20.4,3.0295,41.31,260.1
CPT-01,20.38,4.0863,25.05,283.19
CPT-01,20.36,2.2815,17.71,255.05
CPT-01,20.34,2.9321,37.8,249.12
CPT-01,20.32,3.851,37.56,281.77
CPT-01,20.3,2.865,24.97,253.93
CPT-01,20.28,2.6919,30.11,300.69
CPT-01,20.26,2.793,41.81,283.97
CPT-01,20.24,3.5705,42.89,293.39
CPT-01,20.22,2.9221,18.29,262.59
CPT-01,20.2,3.9009,49.02,294.59
CPT-01,20.18,2.338,21.95,260.76
CPT-01,20.16,2.2194,14.09,300.18
CPT-01,20.14,1.8008,17.74,274.73
CPT-01,20.12,2.1572,14.88,260.96
CPT-01,20.1,3.6879,31.26,291.55
CPT-01,20.08,2.2608,31.98,281.84
CPT-01,20.06,3.9903,22.7,259.75
CPT-01,20.04,2.323,20.14,251.31
CPT-01,20.02,3.0999,35.28,272.63
CPT-01,20.0,2.5613,34.75,295.02
CPT-02,50.0,2.0893,15.44,0.0
CPT-02,49.98,1.661,14.74,0.0
CPT-02,49.96,1.4783,14.75,0.0
CPT-02,49.94,1.6654,19.0,0.0
CPT-02,49.92,1.7123,17.52,0.0
CPT-02,49.9,2.1345,29.32,0.0
CPT-02,49.88,1.7732,17.47,0.0
CPT-02,49.86,1.1419,13.22,0.0
CPT-02,49.84,1.5895,19.1,0.0
CPT-02,49.82,1.5444,8.82,0.0
CPT-02,49.8,2.508,17.78,0.0
CPT-02,49.78,2.1571,28.06,0.0
CPT-02,49.76,1.8697,19.78,0.0
CPT-02,49.74,1.5855,19.16,0.0
CPT-02,49.72,2.2418,17.17,0.0
CPT-02,49.7,2.3847,34.45,0.0
CPT-02,49.68,2.1821,13.03,0.0
CPT-02,49.66,1.6823,17.26,0.0
CPT-02,49.64,1.936,21.79,0.0
CPT-02,49.62,1.9974,12.09,0.0
CPT-02,49.6,1.4821,12.72,0.0
CPT-02,49.58,1.4743,9.83,0.0
CPT-02,49.56,1.108,9.99,0.0
CPT-02,49.54,2.9802,28.1,0.0
CPT-02,49.52,3.5062,28.58,0.0
CPT-02,49.5,1.7821,22.53,0.0
CPT-02,49.48,2.43,29.79,0.0
CPT-02,49.46,1.68,21.26,0.0
CPT-02,49.44,1.8659,14.07,0.0
CPT-02,49.42,1.5241,18.69,0.0
CPT-02,49.4,2.1629,23.7,0.0
CPT-02,49.38,2.4235,19.4,0.0
CPT-02,49.36,1.9825,26.88,0.0
CPT-02,49.34,2.3341,18.11,0.0
CPT-02,49.32,1.3119,13.86,0.0
CPT-02,49.3,2.0782,17.78,0.0
CPT-02,49.28,2.1146,18.34,0.0
CPT-02,49.26,2.0973,12.41,0.0
CPT-02,49.24,2.9076,41.23,0.0
CPT-02,49.22,1.8534,12.47,0.0
CPT-02,49.2,1.1249,13.38,0.0
CPT-02,49.18,2.5624,20.51,0.0
CPT-02,49.16,1.6313,17.56,0.0
CPT-02,49.14,2.8059,23.79,0.0
CPT-02,49.12,2.2954,21.04,0.0
CPT-02,49.1,2.2451,25.88,0.0
CPT-02,49.08,1.7383,8.89,0.0
CPT-02,49.06,1.6847,9.12,0.0
CPT-02,49.04,2.287,14.86,0.0
CPT-02,49.02,2.0294,24.99,0.0
CPT-02,49.0,2.1583,20.41,0.0
CPT-02,48.98,1.6458,13.0,0.0
CPT-02,48.96,1.9895,12.58,0.0
CPT-02,48.94,1.8567,16.7,0.0
CPT-02,48.92,1.931,19.35,0.0
CPT-02,48.9,2.1838,23.13,0.0
CPT-02,48.88,2.1966,25.31,0.0
CPT-02,48.86,1.3916,10.38,0.0
CPT-02,48.84,1.4568,18.6,0.0
CPT-02,48.82,2.1925,25.69,0.0
CPT-02,48.8,1.9006,16.12,0.0
CPT-02,48.78,1.908,15.36,0.0
CPT-02,48.76,1.9384,21.64,0.0
CPT-02,48.74,1.7376,9.47,0.0
CPT-02,48.72,2.0997,14.69,0.0
CPT-02,48.7,2.0475,12.54,0.0
CPT-02,48.68,1.0225,14.81,0.0
CPT-02,48.66,2.6287,13.5,0.0
CPT-02,48.64,1.3199,8.07,0.0
CPT-02,48.62,2.3389,24.28,0.0
CPT-02,48.6,2.0488,20.96,0.0
CPT-02,48.58,1.1956,7.67,0.0
CPT-02,48.56,2.0861,10.81,0.0
CPT-02,48.54,1.9229,12.89,0.0
CPT-02,48.52,1.8724,24.14,0.0
CPT-02,48.5,2.689,13.67,0.0
CPT-02,48.48,2.2387,17.27,0.21
CPT-02,48.46,1.4651,7.6,0.42
CPT-02,48.44,1.1559,13.29,0.56
CPT-02,48.42,0.997,5.98,0.76
CPT-02,48.4,2.9336,40.1,0.99
CPT-02,48.38,2.2292,21.36,1.28
CPT-02,48.36,2.5429,13.26,1.3
CPT-02,48.34,1.5572,13.91,1.46
CPT-02,48.32,1.9172,16.23,1.71
CPT-02,48.3,1.7408,25.73,1.96
CPT-02,48.28,1.7401,22.83,2.21
CPT-02,48.26,2.7604,36.3,2.13
CPT-02,48.24,1.2739,13.44,2.44
CPT-02,48.22,2.6176,30.28,2.52
CPT-02,48.2,2.8695,25.31,3.21
CPT-02,48.18,1.467,10.67,2.98
CPT-02,48.16,1.545,10.09,3.65
CPT-02,48.14,2.3769,24.77,3.32
CPT-02,48.12,1.7599,11.24,3.76
CPT-02,48.1,2.3085,18.68,4.08
CPT-02,48.08,1.0528,10.78,3.82
CPT-02,48.06,3.3634,21.7,4.69
CPT-02,48.04,1.963,27.82,4.35
CPT-02,48.02,0.86,5.32,4.54
CPT-02,48.0,1.5705,21.67,5.13
CPT-02,47.98,15.7978,144.4,5.01
CPT-02,47.96,6.7996,64.12,5.76
CPT-02,47.94,22.3226,172.73,5.8
CPT-02,47.92,9.2557,56.16,5.33
CPT-02,47.9,15.43,118.33,5.96
CPT-02,47.88,9.5128,69.53,5.76
CPT-02,47.86,13.553,161.03,6.25
CPT-02,47.84,11.5142,115.41,6.61
CPT-02,47.82,14.0849,190.45,6.66
CPT-02,47.8,11.2384,71.65,6.45
CPT-02,47.78,21.6638,111.57,6.74
CPT-02,47.76,16.3682,149.45,7.61
CPT-02,47.74,21.7176,122.95,8.09
CPT-02,47.72,14.5029,215.46,8.21
CPT-02,47.7,11.4613,109.75,7.45
CPT-02,47.68,15.2239,137.76,7.31
CPT-02,47.66,14.6398,119.01,8.42
CPT-02,47.64,11.103,137.95,8.59
CPT-02,47.62,6.9328,89.22,8.67
CPT-02,47.6,13.7103,130.47,9.41
CPT-02,47.58,27.7765,282.96,8.84
CPT-02,47.56,18.488,228.36,9.33
CPT-02,47.54,9.3834,51.54,9.02
CPT-02,47.52,14.4289,129.58,9.24
CPT-02,47.5,17.085,157.6,10.03
CPT-02,47.48,11.0693,61.38,10.04
CPT-02,47.46,19.7169,187.65,10.66
CPT-02,47.44,20.868,127.96,10.98
CPT-02,47.42,20.7089,131.56,10.41
CPT-02,47.4,12.6497,120.28,10.1
CPT-02,47.38,9.6731,67.9,10.89
CPT-02,47.36,11.6046,87.04,11.61
CPT-02,47.34,20.9573,255.34,10.52
CPT-02,47.32,11.0687,67.98,11.46
CPT-02,47.3,11.8252,104.54,12.46
CPT-02,47.28,18.6963,189.14,13.04
CPT-02,47.26,12.1683,154.33,13.17
CPT-02,47.24,17.7037,188.63,12.75
CPT-02,47.22,19.7351,133.98,13.09
CPT-02,47.2,21.5251,197.94,12.27
CPT-02,47.18,15.5079,174.69,11.96
CPT-02,47.16,10.6808,67.46,12.36
CPT-02,47.14,12.8062,122.77,14.29
CPT-02,47.12,12.8725,134.32,12.2
CPT-02,47.1,17.1832,187.1,13.67
CPT-02,47.08,13.0185,118.49,12.76
CPT-02,47.06,12.5766,131.72,14.46
CPT-02,47.04,13.2369,139.99,15.25
CPT-02,47.02,17.1599,197.9,13.17
CPT-02,47.0,15.6856,212.36,15.21
CPT-02,46.98,16.769,238.18,13.57
CPT-02,46.96,12.1341,111.26,14.14
CPT-02,46.94,12.4151,147.93,15.59
CPT-02,46.92,10.1483,130.64,14.5
CPT-02,46.9,9.9445,142.35,14.42
CPT-02,46.88,16.4571,131.54,15.47
CPT-02,46.86,13.9153,129.04,16.25
CPT-02,46.84,16.0323,127.11,15.09
CPT-02,46.82,13.9075,142.84,16.56
CPT-02,46.8,11.9881,143.36,17.05
CPT-02,46.78,20.0036,225.84,18.52
CPT-02,46.76,19.1025,187.9,17.71
CPT-02,46.74,25.7188,202.46,17.64
CPT-02,46.72,10.2727,83.88,17.55
CPT-02,46.7,18.7365,117.99,17.88
CPT-02,46.68,14.8831,151.76,18.33
CPT-02,46.66,12.4835,138.49,18.8
CPT-02,46.64,15.1186,223.64,16.43
CPT-02,46.62,20.5423,126.94,19.73
CPT-02,46.6,15.8417,205.87,20.5
CPT-02,46.58,11.908,126.27,19.35
CPT-02,46.56,16.8538,86.17,17.89
CPT-02,46.54,13.6045,109.89,19.25
CPT-02,46.52,21.9299,180.69,17.51
CPT-02,46.5,13.5659,166.1,20.08
CPT-02,46.48,11.6376,61.58,18.53
CPT-02,46.46,13.2396,155.23,21.68
CPT-02,46.44,18.1777,235.81,20.8
CPT-02,46.42,9.4188,131.11,20.56
CPT-02,46.4,15.6519,130.71,21.77
CPT-02,46.38,9.35,124.83,19.96
CPT-02,46.36,18.3917,225.29,20.22
CPT-02,46.34,12.3355,146.24,22.46
CPT-02,46.32,14.3888,199.72,20.76
CPT-02,46.3,18.1864,96.6,23.67
CPT-02,46.28,14.3841,162.04,23.27
CPT-02,46.26,11.4145,125.01,23.58
CPT-02,46.24,13.2857,166.28,23.08
CPT-02,46.22,14.6002,133.43,22.35
CPT-02,46.2,15.932,117.52,22.35
CPT-02,46.18,17.6588,141.68,20.99
CPT-02,46.16,14.1495,181.81,24.23
CPT-02,46.14,18.7062,98.2,23.07
CPT-02,46.12,12.7561,127.57,21.9
CPT-02,46.1,20.7619,212.52,24.84
CPT-02,46.08,12.0017,77.21,25.51
CPT-02,46.06,19.1309,225.12,22.18
CPT-02,46.04,6.519,79.83,23.94
CPT-02,46.02,13.8999,70.07,26.43
CPT-02,46.0,10.2636,121.83,24.99
CPT-02,45.98,18.8315,102.85,24.82
CPT-02,45.96,17.334,200.9,23.98
CPT-02,45.94,11.9425,166.26,24.21
CPT-02,45.92,13.3797,92.66,24.18
CPT-02,45.9,13.1837,81.43,23.72
CPT-02,45.88,18.914,146.33,23.21
CPT-02,45.86,11.5584,81.67,25.12
CPT-02,45.84,11.6461,95.32,24.22
CPT-02,45.82,14.0765,104.85,24.04
CPT-02,45.8,11.8687,132.13,25.63
CPT-02,45.78,13.0193,126.38,27.62
CPT-02,45.76,15.7322,95.33,24.48
CPT-02,45.74,12.7513,139.77,27.58
CPT-02,45.72,16.1198,215.39,28.36
CPT-02,45.7,12.4219,163.65,28.64
CPT-02,45.68,12.689,148.57,27.85
CPT-02,45.66,21.6244,208.83,25.81
CPT-02,45.64,13.8945,182.41,30.41
CPT-02,45.62,10.6763,126.46,29.44
CPT-02,45.6,15.8734,153.24,26.92
CPT-02,45.58,16.3027,182.09,31.01
CPT-02,45.56,22.8403,203.75,29.99
CPT-02,45.54,11.4162,157.82,28.77
CPT-02,45.52,8.9245,47.32,29.09
CPT-02,45.5,12.3526,82.86,31.01
CPT-02,45.48,18.5753,205.15,27.42
CPT-02,45.46,20.8884,270.87,28.78
CPT-02,45.44,19.4462,223.52,31.77
CPT-02,45.42,11.0369,100.82,30.95
CPT-02,45.4,14.1729,148.52,33.29
CPT-02,45.38,12.2792,161.34,31.16
CPT-02,45.36,17.4349,223.92,30.41
CPT-02,45.34,16.1658,119.01,32.01
CPT-02,45.32,10.1208,58.49,33.88
CPT-02,45.3,10.8737,118.76,31.16
CPT-02,45.28,12.924,136.36,33.62
CPT-02,45.26,19.4711,110.91,29.3
CPT-02,45.24,23.9375,314.55,33.72
CPT-02,45.22,11.617,134.78,29.54
CPT-02,45.2,18.2207,239.97,34.88
CPT-02,45.18,19.6689,98.38,30.27
CPT-02,45.16,11.7516,76.29,32.97
CPT-02,45.14,10.9522,76.19,34.16
CPT-02,45.12,18.3494,149.84,33.62
CPT-02,45.1,17.9146,258.57,32.92
CPT-02,45.08,13.2316,196.17,32.51
CPT-02,45.06,15.4325,229.39,33.1
CPT-02,45.04,15.2717,95.84,32.55
CPT-02,45.02,11.563,63.96,35.53
CPT-02,45.0,18.696,246.93,33.37
CPT-02,44.98,20.1572,148.2,35.93
CPT-02,44.96,8.8646,79.27,33.46
CPT-02,44.94,12.0948,126.4,36.06
CPT-02,44.92,17.6339,171.91,32.93
CPT-02,44.9,8.1952,109.81,32.87
CPT-02,44.88,21.0301,314.92,36.72
CPT-02,44.86,16.026,82.65,37.29
CPT-02,44.84,16.1532,159.38,35.45
CPT-02,44.82,16.6793,190.52,35.49
CPT-02,44.8,14.8967,142.42,38.39
CPT-02,44.78,11.662,79.28,36.56
CPT-02,44.76,12.4299,130.77,36.32
CPT-02,44.74,13.4242,148.28,37.46
CPT-02,44.72,17.0234,229.27,35.13
CPT-02,44.7,10.8857,113.88,36.29
CPT-02,44.68,14.9553,221.07,37.98
CPT-02,44.66,14.4517,141.85,39.11
CPT-02,44.64,13.1179,84.23,39.62
CPT-02,44.62,26.4137,337.8,37.8
CPT-02,44.6,13.8182,79.9,41.24
CPT-02,44.58,18.843,233.97,42.0
CPT-02,44.56,17.3866,100.51,39.68
CPT-02,44.54,16.0306,88.61,37.63
CPT-02,44.52,11.6942,149.51,38.8
CPT-02,44.5,10.512,129.7,38.62
CPT-02,44.48,14.6422,213.86,41.79
CPT-02,44.46,14.7384,209.71,41.61
CPT-02,44.44,16.0404,196.81,40.34
CPT-02,44.42,19.1955,128.43,36.44
CPT-02,44.4,16.7045,248.96,42.71
CPT-02,44.38,12.6645,73.77,40.46
CPT-02,44.36,12.6844,171.42,38.81
CPT-02,44.34,17.186,233.36,36.84
CPT-02,44.32,17.4035,106.43,38.34
CPT-02,44.3,13.0804,123.83,43.74
CPT-02,44.28,13.7516,104.68,43.06
CPT-02,44.26,7.8627,107.09,40.29
CPT-02,44.24,15.6784,91.62,38.82
CPT-02,44.22,17.118,170.49,46.13
CPT-02,44.2,14.0667,178.7,39.97
CPT-02,44.18,9.6988,68.94,44.37
CPT-02,44.16,17.0918,144.44,43.79
CPT-02,44.14,15.0684,100.6,41.91
CPT-02,44.12,13.0149,104.3,45.08
CPT-02,44.1,15.0752,132.63,44.94
CPT-02,44.08,10.0677,98.12,40.28
CPT-02,44.06,15.4238,220.13,43.11
CPT-02,44.04,14.5503,171.47,47.79
CPT-02,44.02,14.5261,205.94,45.16
CPT-02,44.0,13.9438,203.05,43.54
CPT-02,43.98,21.8827,182.71,42.28
CPT-02,43.96,11.1052,66.44,45.91
CPT-02,43.94,9.6595,120.66,46.83
CPT-02,43.92,19.3532,210.7,42.19
CPT-02,43.9,11.8031,80.25,45.56
CPT-02,43.88,20.2237,237.18,48.33
CPT-02,43.86,16.8087,101.51,45.03
CPT-02,43.84,15.1362,108.89,43.73
CPT-02,43.82,15.3067,90.61,49.94
CPT-02,43.8,15.8207,182.98,49.2
CPT-02,43.78,20.4292,246.8,42.78
CPT-02,43.76,13.2544,179.79,43.06
CPT-02,43.74,10.2386,109.15,51.06
CPT-02,43.72,7.86,109.73,48.73
CPT-02,43.7,14.906,214.08,48.39
CPT-02,43.68,19.486,277.23,45.17
CPT-02,43.66,7.2463,92.02,45.8
CPT-02,43.64,18.8298,124.65,43.61
CPT-02,43.62,15.666,130.44,43.66
CPT-02,43.6,11.1272,161.97,45.81
CPT-02,43.58,10.6671,152.39,49.33
CPT-02,43.56,16.6974,113.28,48.38
CPT-02,43.54,19.2334,138.17,50.05
CPT-02,43.52,20.3785,287.87,50.96
CPT-02,43.5,16.2401,173.99,46.6
CPT-02,43.48,15.9407,150.78,53.15
CPT-02,43.46,18.3956,263.59,51.07
CPT-02,43.44,19.6036,150.25,51.62
